SCHOOL,YEAR,FINAL STANDING,GENDER,FINAL SCORE,COACH,CLASS
PIKESVILLE,2019,CHAMPION,GIRLS,61-31,Michael Dukes,1A
ABERDEEN,2019,SEMIFINALIST,GIRLS,NA,NA,NA
BALTIMORE POLYTECHNIC,2019,FINALIST,GIRLS,NA,NA,NA
BETHESDA-CHEVY CHASE,2019,SEMIFINALIST,GIRLS,NA,NA,NA
BROADNECK,2019,FINALIST,BOYS,NA,NA,NA
C. MILTON WRIGHT,2019,SEMIFINALIST,BOYS,NA,NA,NA
COPPIN ACADEMY,2019,SEMIFINALIST,GIRLS,NA,NA,NA
CRISFIELD,2019,SEMIFINALIST,BOYS,NA,NA,NA
DOUGLASS (PG),2019,SEMIFINALIST,GIRLS,NA,NA,NA
DULANEY,2019,SEMIFINALIST,BOYS,NA,NA,NA
FREDERICK,2019,CHAMPION,GIRLS,NA,NA,NA
FREDERICK DOUGLASS (PG),2019,SEMIFINALIST,BOYS,NA,NA,NA
GAITHERSBURG,2019,SEMIFINALIST,GIRLS,NA,NA,NA
GOV. THOMAS JOHNSON,2019,SEMIFINALIST,BOYS,NA,NA,NA
JOPPATOWNE,2019,SEMIFINALIST,GIRLS,NA,NA,NA
LAKE CLIFTON/EASTERN,2019,CHAMPION,BOYS,NA,NA,NA
LONG REACH,2019,SEMIFINALIST,GIRLS,NA,NA,NA
MIDDLETOWN,2019,FINALIST,GIRLS,NA,NA,NA
OAKDALE,2019,SEMIFINALIST,BOYS,NA,NA,NA
OLD MILL,2019,FINALIST,GIRLS,NA,NA,NA
QUEEN ANNE'S,2019,SEMIFINALIST,GIRLS,NA,NA,NA
RESERVOIR,2019,FINALIST,BOYS,NA,NA,NA
RICHARD MONTGOMERY,2019,SEMIFINALIST,BOYS,NA,NA,NA
SMITHSBURG,2019,FINALIST,GIRLS,NA,NA,NA
SOUTHERN (G),2019,FINALIST,BOYS,NA,NA,NA
THOMAS STONE,2019,SEMIFINALIST,BOYS,NA,NA,NA
WESTERN (B),2019,SEMIFINALIST,GIRLS,NA,NA,NA
WICOMICO,2019,FINALIST,BOYS,NA,NA,NA
CHARLES H. FLOWERS,2019,CHAMPION,GIRLS,57-42,Roderick Hairston,4A
BALTIMORE POLYTECHNIC,2019,CHAMPION,BOYS,69-41,Samuel Brand,3A
RIVER HILL,2019,CHAMPION,GIRLS,44-39,Teresa Waters,2A
LAKE CLIFTON,2019,CHAMPION,BOYS,64-46,Herman Harried,1A
ATHOLTON,2020,SEMIFINALIST,BOYS,NA,NA,NA
BALTIMORE POLYTECHNIC,2020,SEMIFINALIST,BOYS,NA,NA,NA
BALTIMORE POLYTECHNIC,2020,SEMIFINALIST,GIRLS,NA,NA,NA
CHARLES H. FLOWERS,2020,SEMIFINALIST,GIRLS,NA,NA,NA
CHESAPEAKE MATH & IT NORTH,2020,SEMIFINALIST,GIRLS,NA,NA,NA
COPPIN ACADEMY,2020,SEMIFINALIST,GIRLS,NA,NA,NA
"DR. HENRY A. WISE, JR.",2020,SEMIFINALIST,BOYS,NA,NA,NA
EASTON,2020,SEMIFINALIST,GIRLS,NA,NA,NA
EDMONDSON/WESTSIDE,2020,SEMIFINALIST,BOYS,NA,NA,NA
FAIRMONT HEIGHTS,2020,SEMIFINALIST,BOYS,NA,NA,NA
FOREST PARK,2020,SEMIFINALIST,GIRLS,NA,NA,NA
FREDERICK,2020,SEMIFINALIST,GIRLS,NA,NA,NA
FREDERICK DOUGLASS (PG),2020,SEMIFINALIST,BOYS,NA,NA,NA
HOWARD,2020,SEMIFINALIST,GIRLS,NA,NA,NA
LA PLATA,2020,SEMIFINALIST,GIRLS,NA,NA,NA
LAKE CLIFTON/EASTERN,2020,SEMIFINALIST,BOYS,NA,NA,NA
MIDDLETOWN,2020,SEMIFINALIST,GIRLS,NA,NA,NA
NEW TOWN,2020,SEMIFINALIST,BOYS,NA,NA,NA
NORTHEAST (AA),2020,SEMIFINALIST,BOYS,NA,NA,NA
OAKDALE,2020,SEMIFINALIST,BOYS,NA,NA,NA
PARKVILLE,2020,SEMIFINALIST,BOYS,NA,NA,NA
PIKESVILLE,2020,SEMIFINALIST,GIRLS,NA,NA,NA
RICHARD MONTGOMERY,2020,SEMIFINALIST,BOYS,NA,NA,NA
ROCKVILLE,2020,SEMIFINALIST,GIRLS,NA,NA,NA
SOUTHERN (G),2020,SEMIFINALIST,BOYS,NA,NA,NA
SOUTHERN (G),2020,SEMIFINALIST,GIRLS,NA,NA,NA
SPRINGBROOK,2020,SEMIFINALIST,BOYS,NA,NA,NA
ST. CHARLES,2020,SEMIFINALIST,BOYS,NA,NA,NA
SURRATTSVILLE,2020,SEMIFINALIST,GIRLS,NA,NA,NA
WESTERN (B),2020,SEMIFINALIST,GIRLS,NA,NA,NA
WESTLAKE,2020,SEMIFINALIST,GIRLS,NA,NA,NA
WICOMICO,2020,SEMIFINALIST,BOYS,NA,NA,NA
WINSTON CHURCHILL,2020,SEMIFINALIST,GIRLS,NA,NA,NA
OAKDALE,2022,CHAMPION,BOYS,61-40,Brandon Long,3A
ELEANOR ROOSEVELT,2022,CHAMPION,BOYS,54-49 2OT,Brendan O'Connell,4A
WESTLAKE,2022,CHAMPION,BOYS,63-61,Ed Mouton,2A
FALLSTON,2022,CHAMPION,GIRLS,57-56 OT,Johnny Woods,2A
PIKESVILLE,2022,CHAMPION,GIRLS,51-42,Michael Dukes,1A
ATHOLTON,2022,SEMIFINALIST,BOYS,NA,NA,NA
BALTIMORE POLYTECHNIC,2022,CHAMPION,GIRLS,NA,NA,NA
C. MILTON WRIGHT,2022,SEMIFINALIST,GIRLS,NA,NA,NA
CAMBRIDGE/SD,2022,SEMIFINALIST,BOYS,NA,NA,NA
CATOCTIN,2022,FINALIST,GIRLS,NA,NA,NA
CHARLES H. FLOWERS,2022,SEMIFINALIST,GIRLS,NA,NA,NA
CITY COLLEGE,2022,SEMIFINALIST,BOYS,NA,NA,NA
EDMONDSON/WESTSIDE,2022,FINALIST,BOYS,NA,NA,NA
FOREST PARK,2022,SEMIFINALIST,GIRLS,NA,NA,NA
FORT HILL,2022,SEMIFINALIST,GIRLS,NA,NA,NA
FREDERICK DOUGLASS (PG),2022,FINALIST,BOYS,NA,NA,NA
GLEN BURNIE,2022,SEMIFINALIST,GIRLS,NA,NA,NA
GWYNN PARK,2022,SEMIFINALIST,GIRLS,NA,NA,NA
HEREFORD,2022,FINALIST,GIRLS,NA,NA,NA
HOWARD,2022,FINALIST,GIRLS,NA,NA,NA
HUNTINGTOWN,2022,FINALIST,BOYS,NA,NA,NA
LAKE CLIFTON/EASTERN,2022,CHAMPION,BOYS,NA,NA,NA
MEADE,2022,SEMIFINALIST,BOYS,NA,NA,NA
OVERLEA,2022,SEMIFINALIST,BOYS,NA,NA,NA
PARKVILLE,2022,SEMIFINALIST,BOYS,NA,NA,NA
PATTERSON MILL,2022,SEMIFINALIST,BOYS,NA,NA,NA
ROCKVILLE,2022,SEMIFINALIST,GIRLS,NA,NA,NA
WESTERN (B),2022,CHAMPION,GIRLS,NA,NA,NA
WICOMICO,2022,SEMIFINALIST,BOYS,NA,NA,NA
WILLIAMSPORT,2022,SEMIFINALIST,GIRLS,NA,NA,NA
WINSTON CHURCHILL,2022,FINALIST,BOYS,NA,NA,NA
WESTERN,2022,CHAMPION,GIRLS,81-68,Latasha Townsend,4A
BALTIMORE POLY. INST.,2022,CHAMPION,GIRLS,60-37,Kendall Peace-Able,3A
LAKE CLIFTON,2022,CHAMPION,BOYS,60-46,Herman Harried,1A
EDMONDSON/WESTSIDE,2023,CHAMPION,BOYS,56-48,Darnell Dantzler,1A
NEW TOWN,2023,CHAMPION,BOYS,64-57,Derek Wise,2A
HENRY E. LACKEY,2023,CHAMPION,GIRLS,53-33,Jo-nel Barnes,2A
PARKVILLE,2023,CHAMPION,BOYS,72-56,Josh Czerski,4A
PIKESVILLE,2023,CHAMPION,GIRLS,38-33,Michael Dukes,1A
ABERDEEN,2023,SEMIFINALIST,BOYS,NA,NA,NA
BALTIMORE POLYTECHNIC,2023,FINALIST,GIRLS,NA,NA,NA
CITY COLLEGE,2023,CHAMPION,BOYS,NA,NA,NA
CMIT NORTH,2023,SEMIFINALIST,BOYS,NA,NA,NA
DAMASCUS,2023,FINALIST,BOYS,NA,NA,NA
FOREST PARK,2023,SEMIFINALIST,GIRLS,NA,NA,NA
FORT HILL,2023,SEMIFINALIST,BOYS,NA,NA,NA
FREDERICK,2023,SEMIFINALIST,BOYS,NA,NA,NA
GAITHERSBURG,2023,SEMIFINALIST,BOYS,NA,NA,NA
KENT ISLAND,2023,FINALIST,GIRLS,NA,NA,NA
LA PLATA,2023,FINALIST,GIRLS,NA,NA,NA
LAKE CLIFTON/EASTERN,2023,FINALIST,BOYS,NA,NA,NA
LARGO,2023,FINALIST,BOYS,NA,NA,NA
MEADE,2023,FINALIST,BOYS,NA,NA,NA
MOUNTAIN RIDGE,2023,FINALIST,GIRLS,NA,NA,NA
OXON HILL,2023,SEMIFINALIST,GIRLS,NA,NA,NA
PATTERSON MILL,2023,SEMIFINALIST,GIRLS,NA,NA,NA
SAINT CHARLES,2023,SEMIFINALIST,GIRLS,NA,NA,NA
SEVERNA PARK,2023,SEMIFINALIST,GIRLS,NA,NA,NA
SHERWOOD,2023,SEMIFINALIST,BOYS,NA,NA,NA
WALKERSVILLE,2023,SEMIFINALIST,BOYS,NA,NA,NA
WESTERN (B),2023,SEMIFINALIST,GIRLS,NA,NA,NA
WICOMICO,2023,SEMIFINALIST,BOYS,NA,NA,NA
WILLIAMSPORT,2023,SEMIFINALIST,GIRLS,NA,NA,NA
WINSTON CHURCHILL,2023,FINALIST,GIRLS,NA,NA,NA
GLEN BURNIE,2023,CHAMPION,GIRLS,43-40,Sam Porter,4A
HOWARD,2023,CHAMPION,GIRLS,64-52,Scott Robinson,3A
BALTIMORE CITY COLLEGE,2023,CHAMPION,BOYS,67-54,Omarr Smith,3A
HAMMOND,2024,CHAMPION,GIRLS,65-46,Ayanna Jones,2A
EDMONDSON/WESTSIDE,2024,CHAMPION,BOYS,69-65,Darnell Dantzler,1A
FREDERICK,2024,CHAMPION,BOYS,74-49,Emonte Hill,4A
PIKESVILLE,2024,CHAMPION,GIRLS,48-39,Michael Dukes,1A
BALTIMORE POLYTECHNIC,2024,CHAMPION,GIRLS,NA,NA,NA
BETHESDA-CHEVY CHASE,2024,FINALIST,GIRLS,NA,NA,NA
C. MILTON WRIGHT,2024,SEMIFINALIST,BOYS,NA,NA,NA
CAMBRIDGE/SD,2024,FINALIST,BOYS,NA,NA,NA
CATOCTIN,2024,SEMIFINALIST,GIRLS,NA,NA,NA
CHARLES H. FLOWERS,2024,SEMIFINALIST,GIRLS,NA,NA,NA
"DR. HENRY A. WISE, JR.",2024,SEMIFINALIST,BOYS,NA,NA,NA
FOREST PARK,2024,SEMIFINALIST,GIRLS,NA,NA,NA
FORT HILL,2024,SEMIFINALIST,BOYS,NA,NA,NA
FRANCIS SCOTT KEY,2024,FINALIST,GIRLS,NA,NA,NA
GWYNN PARK,2024,SEMIFINALIST,GIRLS,NA,NA,NA
LONG REACH,2024,SEMIFINALIST,BOYS,NA,NA,NA
MIDDLETOWN,2024,SEMIFINALIST,BOYS,NA,NA,NA
NORTH POINT,2024,SEMIFINALIST,GIRLS,NA,NA,NA
NORTHEAST (AA),2024,CHAMPION,BOYS,NA,NA,NA
OAKDALE,2024,FINALIST,GIRLS,NA,NA,NA
OXON HILL,2024,SEMIFINALIST,GIRLS,NA,NA,NA
RICHARD MONTGOMERY,2024,SEMIFINALIST,BOYS,NA,NA,NA
RIVER HILL,2024,SEMIFINALIST,GIRLS,NA,NA,NA
SMITHSBURG,2024,SEMIFINALIST,BOYS,NA,NA,NA
SOUTHERN (G),2024,FINALIST,GIRLS,NA,NA,NA
ST. CHARLES,2024,FINALIST,BOYS,NA,NA,NA
STEPHEN DECATUR,2024,SEMIFINALIST,BOYS,NA,NA,NA
WALT WHITMAN,2024,FINALIST,BOYS,NA,NA,NA
WICOMICO,2024,SEMIFINALIST,GIRLS,NA,NA,NA
LARGO,2024,CHAMPION,BOYS,66-52,Rodney Ward,2A
CLARKSBURG,2024,CHAMPION,GIRLS,43-36,Sissy Natoli,4A
BALTIMORE POLY. INST.,2024,CHAMPION,GIRLS,45-18,Kendall Peace-Able,3A
NORTHEAST-AA,2024,CHAMPION,BOYS,69-66,Roger O'Dea,3A
Team,Year,Final Standing,Gender,Final Score,Coach,Class
